EMPRESA (SIGLA),MES,AEROPORTO DE ORIGEM (UF),AEROPORTO DE DESTINO (REGIAO),ORDER
AAL,2020,DALLAS & FORT WORTH,RIO DE JANEIRO,258934
AAL,2020,DALLAS & FORT WORTH,GUARULHOS,7932760
AAL,2020,NEW YORK,RIO DE JANEIRO,4601510
AAL,2020,NEW YORK,GUARULHOS,7242730
AAL,2020,LOS ANGELES,GUARULHOS,4884080
AAL,2020,MIAMI,BRASÍLIA,74226
AAL,2020,MIAMI,BRASÍLIA,2511840
AAL,2020,MIAMI,MANAUS,1278330
AAL,2020,MIAMI,RIO DE JANEIRO,5585190
AAL,2020,MIAMI,GUARULHOS,12267700
AAL,2020,BRASÍLIA, FLORIDA,81544
AAL,2020,BRASÍLIA, FLORIDA,2191750
AAL,2020,MANAUS, FLORIDA,1193330
AAL,2020,RIO DE JANEIRO, NEW YORK,5673490
AAL,2020,RIO DE JANEIRO, FLORIDA,6100960
AAL,2020,RIO DE JANEIRO,SP,0
AAL,2020,GUARULHOS, TEXAS,9434740
AAL,2020,GUARULHOS, NEW YORK,8091920
AAL,2020,GUARULHOS, CALIFORNIA,4933030
AAL,2020,GUARULHOS, FLORIDA,11764100
AAL,2020,DALLAS & FORT WORTH,MIAMI,99110
AAL,2020,DALLAS & FORT WORTH,GUARULHOS,6870810
AAL,2020,NEW YORK,RIO DE JANEIRO,6191840
AAL,2020,NEW YORK,GUARULHOS,6793020
AAL,2020,LOS ANGELES,GUARULHOS,4717820
AAL,2020,MIAMI,NEW YORK,79065
AAL,2020,MIAMI,BRASÍLIA,2373370
AAL,2020,MIAMI,MANAUS,974628
AAL,2020,MIAMI,RIO DE JANEIRO,5294010
AAL,2020,MIAMI,GUARULHOS,11408900
AAL,2020,BRASÍLIA, NEW YORK,
AAL,2020,BRASÍLIA, FLORIDA,2047670
AAL,2020,MANAUS, FLORIDA,807064
AAL,2020,RIO DE JANEIRO, NEW YORK,5182900
AAL,2020,RIO DE JANEIRO, FLORIDA,5874610
AAL,2020,RIO DE JANEIRO,DF,0
AAL,2020,GUARULHOS, TEXAS,8475580
AAL,2020,GUARULHOS, NEW YORK,7584780
AAL,2020,GUARULHOS, CALIFORNIA,4639520
AAL,2020,GUARULHOS, FLORIDA,11028900
AAL,2020,DALLAS & FORT WORTH,GUARULHOS,3339840
AAL,2020,NEW YORK,RIO DE JANEIRO,2254760
AAL,2020,NEW YORK,GUARULHOS,3345650
AAL,2020,LOS ANGELES,GUARULHOS,2306570
AAL,2020,MIAMI,BRASÍLIA,1204170
AAL,2020,MIAMI,MANAUS,374428
AAL,2020,MIAMI,RIO DE JANEIRO,3001420
AAL,2020,MIAMI,GUARULHOS,5885220
AAL,2020,BRASÍLIA, FLORIDA,739119
AAL,2020,MANAUS, FLORIDA,352339
AAL,2020,RIO DE JANEIRO, NEW YORK,2475860
AAL,2020,RIO DE JANEIRO, FLORIDA,3048510
AAL,2020,GUARULHOS, TEXAS,3930360
AAL,2020,GUARULHOS, NEW YORK,3506540
AAL,2020,GUARULHOS, CALIFORNIA,2369730
AAL,2020,GUARULHOS, FLORIDA,5236200
AAL,2020,MIAMI,GUARULHOS,1443540
AAL,2020,GUARULHOS, FLORIDA,1942430
AAL,2020,GUARULHOS,,0
AAL,2020,MIAMI,GUARULHOS,1466660
AAL,2020,GUARULHOS, FLORIDA,2465480
AAL,2020,MIAMI,GUARULHOS,3239790
AAL,2020,GUARULHOS, FLORIDA,154600
AAL,2020,GUARULHOS, FLORIDA,2842810
AAL,2020,NEW YORK,GUARULHOS,359049
AAL,2020,MIAMI,GUARULHOS,4847730
AAL,2020,GUARULHOS, NEW YORK,982890
AAL,2020,GUARULHOS, FLORIDA,4993670
AAL,2020,DALLAS & FORT WORTH,GUARULHOS,114880
AAL,2020,DALLAS & FORT WORTH,GUARULHOS,1032560
AAL,2020,NEW YORK,GUARULHOS,94090
AAL,2020,MIAMI,GUARULHOS,156467
AAL,2020,MIAMI,GUARULHOS,5207480
AAL,2020,GUARULHOS, TEXAS,0
AAL,2020,GUARULHOS, TEXAS,901338
AAL,2020,GUARULHOS, NEW YORK,59641
AAL,2020,GUARULHOS, FLORIDA,191270
AAL,2020,GUARULHOS, FLORIDA,5536850
AAL,2020,DALLAS & FORT WORTH,GUARULHOS,3907600
AAL,2020,MIAMI,GUARULHOS,5226780
AAL,2020,GUARULHOS, TEXAS,3029290
AAL,2020,GUARULHOS, FLORIDA,5013870
AAL,2020,DALLAS & FORT WORTH,GUARULHOS,6511560
AAL,2020,MIAMI,RIO DE JANEIRO,1752060
AAL,2020,MIAMI,GUARULHOS,6462780
AAL,2020,RIO DE JANEIRO, FLORIDA,811842
AAL,2020,GUARULHOS, TEXAS,3647250
AAL,2020,GUARULHOS, FLORIDA,3981770
ACA,1, QUEBEC,SP,0
ACA,1,,SUDESTE,254014
ACA,1,SP,,0
ACA,1,SP,,254014
ACA,2, QUEBEC,SP,0
ACA,2,,SUDESTE,237626
ACA,2,SP,,0
ACA,2,SP,,237626
ACA,3, QUEBEC,SP,0
ACA,3,,SUDESTE,229432
ACA,3,SP,,0
ACA,3,SP,,229432
ACA,5, BRITISH COLUMBIA,SP,0
ACA,5,SP,,8194
ACA,7,,SUDESTE,32776
ACA,7,SP,,32776
ACA,8,,SUDESTE,32776
ACA,8,SP,,32776
ACA,9,,SUDESTE,106522
ACA,9,SP,,106522
ACA,10,,SUDESTE,114716
ACA,10,SP,,106522
ACA,11,,,0
ACA,11,,SUDESTE,16388
ACA,11,,SUDESTE,90134
ACA,11,SP,,24582
ACA,11,SP,,98328
ACA,12, QUEBEC,SP,0
ACA,12, BRITISH COLUMBIA,SP,0
ACA,12,,SUDESTE,8194
ACA,12,,SUDESTE,114716
ACA,12,SP,,0
ACA,12,SP,,0
ACA,12,SP,,8194
ACA,12,SP,,106522
ACL,5,AM,SUDESTE,2697
ACL,5,SP,,3305
ACL,5,,NORTE,1787
ACL,5,,SUDESTE,
ADB,2, OHIO,SP,
ADB,2, OHIO,,0
ADB,2, FLORIDA,SP,
ADB,2, FLORIDA,,0
ADB,2,,SUDESTE,6566
ADB,4, FLORIDA,DF,0
ADB,4,DF,,6667
ADB,9,BA,,4382
ADB,9,,NORDESTE,3997
ADB,12,,SUDESTE,5049
ADB,12,RJ,,0
AEA,1,,NORDESTE,54639
AEA,1,,SUDESTE,259718
AEA,1,,NORDESTE,56583
AEA,1,,NORDESTE,90116
AEA,1,CE,,6071
AEA,1,CE,,54639
AEA,1,SP,,259718
AEA,1,PE,,
AEA,1,PE,,50296
AEA,1,PE,NORDESTE,627
AEA,1,BA,,90116
AEA,2,,NORDESTE,24284
AEA,2,,SUDESTE,242962
AEA,2,,NORDESTE,56583
AEA,2,,NORDESTE,83184
AEA,2,CE,,24284
AEA,2,SP,,242962
AEA,2,PE,,56583
AEA,2,BA,,83184
AEA,3,,NORDESTE,12142
AEA,3,,SUDESTE,184316
AEA,3,,NORDESTE,37722
AEA,3,,NORDESTE,55456
AEA,3,CE,,12142
AEA,3,SP,,192694
AEA,3,PE,,37722
AEA,3,BA,,55456
AEA,4,,SUDESTE,8378
AEA,4,SP,,8378
AEA,7,,SUDESTE,25134
AEA,7,SP,,25134
AEA,8,,SUDESTE,41890
AEA,8,SP,,8378
AEA,8,SP,,41890
AEA,9,,SUDESTE,75402
AEA,9,SP,,67024
AEA,10,,SUDESTE,67024
AEA,10,SP,,67024
AEA,10,SP,,8378
AEA,11,,SUDESTE,41890
AEA,11,SP,,41890
AEA,12,,SUDESTE,75402
AEA,12,,NORDESTE,20796
AEA,12,SP,,83780
AEA,12,BA,,20796
AFR,1,,NORDESTE,106185
AFR,1,,SUDESTE,413280
AFR,1,,SUDESTE,517275
AFR,1,CE,,99106
AFR,1,RJ,,394912
AFR,1,RJ,SUDESTE,337
AFR,1,SP,,564300
AFR,2,,NORDESTE,84948
AFR,2,,SUDESTE,367360
AFR,2,,SUDESTE,536085
AFR,2,CE,,84948
AFR,2,RJ,,385728
AFR,2,SP,,545490
AFR,3,,NORDESTE,70790
AFR,3,,SUDESTE,321440
AFR,3,,SUDESTE,460845
AFR,3,CE,,70790
AFR,3,RJ,,330624
AFR,3,SP,,442035
AFR,4,,SUDESTE,36736
AFR,4,,SUDESTE,112860
AFR,4,RJ,,36736
AFR,4,SP,,112860
AFR,5,,SUDESTE,45920
AFR,5,,SUDESTE,122265
AFR,5,,,1470
AFR,5,RJ,,27552
AFR,5,RJ,,7715
AFR,5,RJ,SUDESTE,0
AFR,5,SP,,122265
AFR,6,,SUDESTE,119392
AFR,6,,SUDESTE,188100
AFR,6,RJ,,110208
AFR,6,SP,,188100
AFR,7,,SUDESTE,119392
AFR,7,,SUDESTE,197505
AFR,7,RJ,,119392
AFR,7,SP,,188100
AFR,8,,SUDESTE,119392
AFR,8,,SUDESTE,206910
AFR,8,RJ,,119392
AFR,8,SP,,206910
AFR,9,,,0
AFR,9,,SUDESTE,146944
AFR,9,,SUDESTE,178695
AFR,9,RJ,,146944
AFR,9,SP,,188100
AFR,10,,NORDESTE,21237
AFR,10,,SUDESTE,146944
AFR,10,,SUDESTE,263340
AFR,10,CE,,21237
AFR,10,RJ,,146944
AFR,10,SP,,263340
AFR,11,,NORDESTE,7079
AFR,11,,SUDESTE,119392
AFR,11,,SUDESTE,282150
AFR,11,CE,,7079
AFR,11,RJ,,119392
AFR,11,SP,,282150
AFR,12,,SUDESTE,165312
AFR,12,,SUDESTE,300960
AFR,12,RJ,,165312
AFR,12,SP,,300960
AJB,7,,SUDESTE,3388
AJB,7,SP,,1694
AJB,7,SP,,0
AMX,1,,SUDESTE,393949
AMX,1,SP,,7433
AMX,1,SP,,386516
AMX,2,,SUDESTE,356784
AMX,2,SP,,364217
AMX,3,,SUDESTE,275021
AMX,3,SP,,275021
AMX,4,,SUDESTE,7774
AMX,4,,SUDESTE,7411
AMX,4,,SUDESTE,29732
AMX,4,,SUDESTE,7433
AMX,4,RJ,,7774
AMX,4,MG,,7411
AMX,4,SP,,29732
AMX,4,SP,,7433
AMX,5,,SUDESTE,7774
AMX,5,,NORDESTE,7099
AMX,5,,SUDESTE,14866
AMX,5,RJ,,7774
AMX,5,CE,,7099
AMX,5,SP,,14866
AMX,6,,SUDESTE,7774
AMX,6,,SUDESTE,14866
AMX,6,,SUDESTE,
AMX,6,,,2717
AMX,6,RJ,,7774
AMX,6,SP,,14866
AMX,6,SP,,
AMX,6,SP,,4916
AMX,6,,,2717
AMX,6,,SUDESTE,4916
AMX,7,,SUDESTE,22299
AMX,7,,SUDESTE,22299
AMX,7,SP,,44598
AMX,8,,SUDESTE,156093
AMX,8,SP,,156093
AMX,9,,,2411
AMX,9,,SUDESTE,156093
AMX,9,,SUDESTE,5086
AMX,9,SP,,163526
AMX,10,,SUDESTE,7433
AMX,10,,SUDESTE,193258
AMX,10,SP,,7433
AMX,10,SP,,193258
AMX,11,,SUDESTE,14866
AMX,11,,SUDESTE,222990
AMX,11,SP,,14866
AMX,11,SP,,222990
AMX,12,,SUDESTE,52031
AMX,12,,SUDESTE,245289
AMX,12,SP,,52031
AMX,12,SP,,245289
ARE,5,AM,,1787
ARE,5,SP,NORTE,2697
ARE,5,SP,,
ARE,5,,SUDESTE,4336
ARG,1, SANTA FE PROVINCE,SC,0
ARG,1, SANTA FE PROVINCE,RJ,0
ARG,1, CÓRDOBA PROVINCE,SC,0
ARG,1, CÓRDOBA PROVINCE,RJ,0
ARG,1, CÓRDOBA PROVINCE,BA,0
ARG,1, CÓRDOBA PROVINCE,BA,0
ARG,1, BUENOS AIRES PROVINCE,PR,0
ARG,1, BUENOS AIRES PROVINCE,SC,0
ARG,1, BUENOS AIRES PROVINCE,RJ,0
ARG,1, BUENOS AIRES PROVINCE,SP,0
ARG,1, BUENOS AIRES PROVINCE,RS,0
ARG,1, BUENOS AIRES PROVINCE,BA,0
ARG,1, BUENOS AIRES PROVINCE,BA,0
ARG,1,PR,,0
ARG,1,SC,,0
ARG,1,SC,,0
ARG,1,SC,,0
ARG,1,SC,,0
ARG,1,RJ,,0
ARG,1,RJ,,0
ARG,1,RJ,,0
ARG,1,SP,,0
ARG,1,RS,,0
ARG,1,BA,,0
ARG,1,BA,,0
ARG,1,BA,,0
ARG,1,BA,,0
ARG,2, SANTA FE PROVINCE,SC,0
ARG,2, SANTA FE PROVINCE,RJ,0
ARG,2, CÓRDOBA PROVINCE,SC,0
ARG,2, CÓRDOBA PROVINCE,RJ,0
ARG,2, CÓRDOBA PROVINCE,BA,0
ARG,2, CÓRDOBA PROVINCE,BA,0
ARG,2, BUENOS AIRES PROVINCE,PR,0
ARG,2, BUENOS AIRES PROVINCE,SC,0
ARG,2, BUENOS AIRES PROVINCE,RJ,0
ARG,2, BUENOS AIRES PROVINCE,SP,0
ARG,2, BUENOS AIRES PROVINCE,RS,0
ARG,2, BUENOS AIRES PROVINCE,BA,0
ARG,2, BUENOS AIRES PROVINCE,BA,0
ARG,2,PR,,0
ARG,2,SC,,0
ARG,2,SC,,0
ARG,2,SC,,0
ARG,2,RJ,,0
ARG,2,RJ,,0
ARG,2,RJ,,0
ARG,2,SP,,0
ARG,2,RS,,0
ARG,2,BA,,0
ARG,2,BA,,0
ARG,2,BA,,0
ARG,2,BA,,0
ARG,3, SANTA FE PROVINCE,RJ,0
ARG,3, CÓRDOBA PROVINCE,SC,0
ARG,3, CÓRDOBA PROVINCE,RJ,0
ARG,3, CÓRDOBA PROVINCE,BA,0
ARG,3, CÓRDOBA PROVINCE,BA,0
ARG,3, BUENOS AIRES PROVINCE,PR,0
ARG,3, BUENOS AIRES PROVINCE,PR,0
ARG,3, BUENOS AIRES PROVINCE,SC,0
ARG,3, BUENOS AIRES PROVINCE,SC,0
ARG,3, BUENOS AIRES PROVINCE,RJ,0
ARG,3, BUENOS AIRES PROVINCE,RJ,0
ARG,3, BUENOS AIRES PROVINCE,SP,0
ARG,3, BUENOS AIRES PROVINCE,SP,0
ARG,3, BUENOS AIRES PROVINCE,RS,0
ARG,3, BUENOS AIRES PROVINCE,RS,0
ARG,3, BUENOS AIRES PROVINCE,BA,0
ARG,3, BUENOS AIRES PROVINCE,BA,0
ARG,3, BUENOS AIRES PROVINCE,BA,0
ARG,3, BUENOS AIRES PROVINCE,BA,0
ARG,3,PR,,0
ARG,3,SC,,0
ARG,3,SC,,0
ARG,3,SC,,0
ARG,3,RJ,,0
ARG,3,RJ,,0
ARG,3,RJ,,0
ARG,3,RJ,,0
ARG,3,SP,,0
ARG,3,SP,,0
ARG,3,RS,,0
ARG,3,RS,,0
ARG,3,BA,,0
ARG,3,BA,,
ARG,3,BA,,0
ARG,3,BA,NORDESTE,401
ARG,3,BA,,0
ARG,3,BA,,0
ARG,3,BA,,0
ARG,5, BUENOS AIRES PROVINCE,SC,0
ARG,5, BUENOS AIRES PROVINCE,RJ,0
ARG,5, BUENOS AIRES PROVINCE,SP,0
ARG,5,SC,,0
ARG,5,RJ,,0
ARG,5,SP,,0
ARG,7, BUENOS AIRES PROVINCE,SP,0
ARG,7,SP,,0
ARG,8, BUENOS AIRES PROVINCE,SP,0
ARG,8, BUENOS AIRES PROVINCE,SP,0
ARG,8,SP,,0
ARG,8,SP,,0
ARG,9, BUENOS AIRES PROVINCE, BUENOS AIRES PROVINCE,0
ARG,9, BUENOS AIRES PROVINCE,SP,0
ARG,9,SP,,0
ARG,10, BUENOS AIRES PROVINCE,SP,0
ARG,10,SP,,0
ARG,11, SANTA FE PROVINCE,BA,0
ARG,11, BUENOS AIRES PROVINCE,RJ,0
ARG,11, BUENOS AIRES PROVINCE,SP,0
ARG,11,SP,,0
ARG,11,SP,,0
ARG,11,BA,,0
ARG,12, SANTA FE PROVINCE,BA,0
ARG,12, BUENOS AIRES PROVINCE,RJ,0
ARG,12, BUENOS AIRES PROVINCE,RJ,0
ARG,12, BUENOS AIRES PROVINCE,SP,0
ARG,12, BUENOS AIRES PROVINCE,SP,0
ARG,12, BUENOS AIRES PROVINCE,RS,0
ARG,12, BUENOS AIRES PROVINCE,BA,0
ARG,12,RJ,,0
ARG,12,RJ,,0
ARG,12,SP,,0
ARG,12,SP,,0
ARG,12,RS,,0
ARG,12,BA,,0
ARG,12,BA,,0
ARL,3,SP,,4373
ARL,3,,SUDESTE,4373
ARL,5,SP,,4309
ARL,5,,SUDESTE,4309
ARL,8,SP,,4309
ARL,8,,SUDESTE,4309
ARL,8,,,
AUT,1, BUENOS AIRES PROVINCE,SC,0
AUT,1, BUENOS AIRES PROVINCE,RS,0
AUT,1,RS,,0
AUT,2, BUENOS AIRES PROVINCE,RS,0
AUT,2,RS,,0
AUT,3, BUENOS AIRES PROVINCE,RJ,0
AUT,3, BUENOS AIRES PROVINCE,RS,0
AUT,3, BUENOS AIRES PROVINCE,RS,0
AUT,3, BUENOS AIRES PROVINCE,BA,0
AUT,3,RJ,,0
AUT,3,RS,,0
AUT,3,RS,,0
AUT,3,BA,,0
AUT,5, BUENOS AIRES PROVINCE,BA,0
AUT,5,BA,,0
AUT,6, BUENOS AIRES PROVINCE,SP,0
AUT,6,SP,,0
AUT,8, BUENOS AIRES PROVINCE,SP,0
AUT,8,SP,,0
AUT,9, BUENOS AIRES PROVINCE,SP,0
AUT,9,SP,,0
AUT,10, BUENOS AIRES PROVINCE,SP,0
AUT,10,SP,,0
AUT,11, SANTA FE PROVINCE,BA,0
AUT,11, BUENOS AIRES PROVINCE,PR,0
AUT,11, BUENOS AIRES PROVINCE,RJ,0
AUT,11, BUENOS AIRES PROVINCE,RJ,0
AUT,11, BUENOS AIRES PROVINCE,SP,0
AUT,11, BUENOS AIRES PROVINCE,RS,0
AUT,11,PR,,0
AUT,11,RJ,,0
AUT,11,RJ,,0
AUT,11,SP,,0
AUT,11,RS,,0
AUT,11,BA,,0
AUZ,4,SP,SUDESTE,0
AUZ,4,SP,,0
AUZ,4, MONTEVIDEO,SP,0
AUZ,5,SP,,0
AUZ,5, MONTEVIDEO,SP,0
AUZ,6,SP,,0
AUZ,6, MONTEVIDEO,SP,0
AUZ,7,SP,,0
AUZ,7, MONTEVIDEO,SP,0
AUZ,8,SP,,0
AUZ,8, MONTEVIDEO,SP,0
AUZ,9,SP,,0
AUZ,9, MONTEVIDEO,SP,0
AUZ,10,SP,,0
AUZ,10,RS,,0
AUZ,10, MONTEVIDEO,SP,0
AUZ,10, MONTEVIDEO,RS,0
AUZ,11,SP,,1137
AUZ,11,,SUDESTE,1137
AVA,1,RJ,,131689
AVA,1,RJ,,9082
AVA,1,SP,,268832
AVA,1,,SUDESTE,127148
AVA,1,,SUDESTE,13623
AVA,1,,SUDESTE,268832
AVA,2,RJ,,131689
AVA,2,SP,,251488
AVA,2,,SUDESTE,127148
AVA,2,,SUDESTE,4541
AVA,2,,SUDESTE,251488
AVA,3,RJ,,104443
AVA,3,SP,,182112
AVA,3,,SUDESTE,99902
AVA,3,,SUDESTE,173440
AVA,4,SP,,8672
AVA,4,,SUDESTE,8672
AVA,6,SP,,8672
AVA,6,,SUDESTE,8672
AVA,9,SP,,8672
AVA,9,,SUDESTE,8672
AVA,10,RJ,,27246
AVA,10,SP,,60704
AVA,10,,SUDESTE,27246
AVA,10,,SUDESTE,65040
AVA,11,RJ,,40869
AVA,11,SP,,130080
AVA,11,,SUDESTE,45410
AVA,11,,SUDESTE,130080
AVA,12,RJ,,59033
AVA,12,SP,,134416
AVA,12,,SUDESTE,59033
AVA,12,,SUDESTE,130080
AWC,2,,,4118
AWC,2,,,
AWC,2,,,
AWC,2,,,
AWC,2,,NORDESTE,
AWC,2,,,
AWC,2,,,
AWC,2,,,
AWC,2,,,
AWC,2,,,
AWC,2,,,
AWC,2,,NORDESTE,
AWC,2,,,
AWC,2,,,5527
AWC,2,,,
AWC,2,,NORDESTE,4248
AWC,2,,,1823
AWC,2,,NORDESTE,
AWC,2,,,
AWC,2,,,5651
AWC,2,,NORDESTE,
AWC,2,CE,,0
AWC,2,,,
AWC,2,,,
AWC,2,,,3285
AWC,2,,NORDESTE,
AWC,2,,,
AWC,2,,,
AWC,2,,,
AWC,2,,NORDESTE,
AWC,2,,,
AWC,2,,,0
AWC,2, WESTERN AUSTRALIA,,
AWC,2, WESTERN AUSTRALIA,,
AWC,2, WESTERN AUSTRALIA,,
AWC,2, WESTERN AUSTRALIA,CE,
AWC,2, WESTERN AUSTRALIA,,0
AWC,5, ENGLAND,,0
AWC,5, ENGLAND,PE,
AWC,5,,,0
AWC,5,,NORDESTE,3063
AWC,5,PE,,
AWC,5,PE,,3063
AXY,10,,SUDESTE,5147
AXY,10,,,2795
AXY,10,,SUDESTE,
AXY,10,SP,,6499
AXY,10, LIMA METROPOLITAN AREA,SP,0
AXY,11,SP,,6955
AZA,1,,SUDESTE,284301
AZA,1,,SUDESTE,584846
AZA,1,RJ,,284301
AZA,1,SP,,575413
AZA,2,,SUDESTE,265959
AZA,2,,SUDESTE,528248
AZA,2,RJ,,265959
AZA,2,SP,,528248
AZA,3,,SUDESTE,155907
AZA,3,,SUDESTE,349021
AZA,3,RJ,,165078
AZA,3,SP,,358454
AZA,4,,SUDESTE,9433
AZA,4,SP,,9433
AZA,11,,SUDESTE,18970
AZA,11,,NORDESTE,7387
AZA,11,SP,,18970
AZA,11,PE,,7333
AZA,12,,SUL,9834
AZA,12,,SUDESTE,18970
AZA,12,,SUDESTE,47165
AZA,12,PR,,9787
AZA,12,SP,,18970
AZA,12,SP,,47165
AZN,1,PR,,16341
AZN,1,RJ,SUDESTE,0
AZN,1,RJ,,25812
AZN,1,,SUL,16341
AZN,1,,SUDESTE,27963
AZN,2,PR,,15084
AZN,2,RJ,,23661
AZN,2,,SUL,15084
AZN,2,,SUDESTE,23661
AZN,3,PR,,8799
AZN,3,RJ,,17208
AZN,3,,SUL,8799
AZN,3,,SUDESTE,17208
AZN,4,SP,,1849
AZN,4, LIMA METROPOLITAN AREA,SP,0
AZN,7,SP,,1849
AZN,7,,SUDESTE,1849
AZN,9,PR,,1974
AZN,9,SP,,5547
AZN,9,,SUL,1974
AZN,9,,SUDESTE,2393
AZN,9,,SUDESTE,5547
AZN,10,SP,,7179
AZN,10,SP,,33282
AZN,10,,SUDESTE,2393
AZN,10,,SUDESTE,35131
AZN,11,SP,,40678
AZN,11,,SUDESTE,40678
AZN,12,SP,,57319
AZN,12,,SUDESTE,57319
AZP,1,PR,,6712
AZP,1,SC,,7456
AZP,1,RJ,,19149
AZP,1,,SUL,6712
AZP,1,,SUL,7456
AZP,1,,SUDESTE,19149
AZP,2,PR,,9229
AZP,2,RJ,,10311
AZP,2,SP,,2274
AZP,2,,SUL,9229
AZP,2,,SUDESTE,10311
AZP,2,,SUDESTE,2274
AZP,3,PR,,5034
AZP,3,SP,,4548
AZP,3,,SUL,5034
AZP,3,,SUDESTE,4548
AZP,4,SP,,1137
AZP,4,,SUDESTE,1137
AZP,5,SP,,2274
AZP,5,SP,,0
AZP,5,,SUDESTE,2274
AZP,5, MONTEVIDEO,SP,0
AZP,6,SP,,0
AZP,6,SP,,2274
AZP,6,,SUDESTE,3411
AZP,8,SP,,1137
AZP,8,,SUDESTE,1137
AZP,9, BUENOS AIRES PROVINCE,SP,0
AZP,9,SP,,2274
AZP,9,,SUDESTE,1137
AZP,10,SP,,2274
AZP,10,,SUDESTE,2274
AZP,11,PR,,307
AZP,11,SP,,1137
AZP,11,,SUL,307
AZP,11,,SUDESTE,1137
AZP,12,SP,,1137
AZP,12,RS,,819
AZP,12,,SUDESTE,1137
AZP,12,,SUL,819
AZU,1,,,4977
AZU,1,,SUDESTE,4650
AZU,1, FLORIDA,PA,265253
AZU,1, FLORIDA,MG,729047
AZU,1, FLORIDA,SP,1929590
AZU,1, FLORIDA,PE,471290
AZU,1, FLORIDA,MG,745694
AZU,1, FLORIDA,SP,25225
AZU,1, FLORIDA,SP,1934620
AZU,1, FLORIDA,PE,919800
AZU,1,,,277
AZU,1,,SUDESTE,8171
AZU,1,,SUDESTE,8171
AZU,1,,SUDESTE,98052
AZU,1,,SUDESTE,7928
AZU,1,,SUDESTE,475680
AZU,1, SANTA FE PROVINCE,PE,53894
AZU,1, CÓRDOBA PROVINCE,PE,40757
AZU,1, BUENOS AIRES PROVINCE,RJ,65857
AZU,1, BUENOS AIRES PROVINCE,MG,370745
AZU,1, BUENOS AIRES PROVINCE,SP,380734
AZU,1, RÍO NEGRO PROVINCE,SP,41033
AZU,1,SP,SUDESTE,15704
AZU,1,SP,SUDESTE,220
AZU,1,SP,SUDESTE,11660
AZU,1,SP,SUDESTE,4183
AZU,1,SP,NORDESTE,4904
AZU,1,SP,SUDESTE,2535
AZU,1,SE,SUDESTE,33936
AZU,1,SE,SUDESTE,44486
AZU,1,SE,NORDESTE,396
AZU,1,SE,NORDESTE,792
AZU,1,SE,NORDESTE,47124
AZU,1,SE,NORDESTE,6578
AZU,1,MT,CENTRO-OESTE,19290
AZU,1,SP,SUDESTE,690
AZU,1,SP,SUDESTE,32157
AZU,1,MG,SUDESTE,
AZU,1,MG,SUDESTE,428
AZU,1,PA,,294275
AZU,1,PA,NORTE,1437
AZU,1,PA,SUDESTE,116872
AZU,1,PA,NORTE,12144
AZU,1,PA,NORTE,1299
AZU,1,PA,NORTE,36372
AZU,1,PA,NORDESTE,35216
AZU,1,PA,SUDESTE,2461
AZU,1,PA,SUDESTE,9844
AZU,1,PA,SUDESTE,73830
AZU,1,PA,NORTE,21060
AZU,1,PA,SUDESTE,74679
AZU,1,PA,NORTE,21552
AZU,1,PA,NORTE,25991
AZU,1,PA,NORDESTE,3356
AZU,1,PA,NORDESTE,75510
AZU,1,PA,NORDESTE,490
AZU,1,PA,NORDESTE,24500
AZU,1,PA,NORTE,56090
AZU,1,PA,NORDESTE,
AZU,1,PA,,3256
AZU,1,MG,SUDESTE,175
AZU,1,MG,SUDESTE,1443
AZU,1,MG,SUDESTE,423
AZU,1,MG,SUDESTE,579
AZU,1,DF,SUDESTE,2364
AZU,1,DF,SUDESTE,66192
AZU,1,DF,CENTRO-OESTE,23679
AZU,1,DF,SUDESTE,3656
AZU,1,DF,SUDESTE,57285
AZU,1,DF,SUDESTE,2394
AZU,1,DF,SUDESTE,112518
AZU,1,DF,NORDESTE,4479
AZU,1,DF,NORDESTE,8270
AZU,1,DF,NORDESTE,135628
AZU,1,DF,SUDESTE,928
AZU,1,DF,SUDESTE,51040
AZU,1,DF,NORDESTE,1771
AZU,1,RR,NORTE,21056
AZU,1,RR,SUDESTE,
AZU,1,MT,CENTRO-OESTE,3200
AZU,1,MT,CENTRO-OESTE,2792
AZU,1,PR,SUL,439
AZU,1,PR,SUL,23706
AZU,1,PR,SUDESTE,1368
AZU,1,PR,SUDESTE,35568
AZU,1,PR,SUL,601
AZU,1,RJ,,77836
AZU,1,RJ,SUDESTE,17056
AZU,1,RJ,SUDESTE,5824
AZU,1,RJ,SUDESTE,121
AZU,1,RJ,SUDESTE,4144
AZU,1,MG,,807517
AZU,1,MG,,787284
AZU,1,MG,,5501
AZU,1,MG,,435911
AZU,1,MG,NORDESTE,32724
AZU,1,MG,SUDESTE,1256
AZU,1,MG,NORTE,2087
AZU,1,MG,NORTE,129394
AZU,1,MG,SUDESTE,125
AZU,1,MG,CENTRO-OESTE,69738
AZU,1,MG,SUDESTE,17472
AZU,1,MG,SUDESTE,5408
AZU,1,MG,SUDESTE,0
AZU,1,MG,CENTRO-OESTE,29146
AZU,1,MG,NORTE,1637
AZU,1,MG,NORTE,39288
AZU,1,MG,CENTRO-OESTE,4256
AZU,1,MG,CENTRO-OESTE,4788
AZU,1,MG,SUL,26257
AZU,1,MG,CENTRO-OESTE,36720
AZU,1,MG,CENTRO-OESTE,36720
AZU,1,MG,SUL,27243
AZU,1,MG,NORDESTE,59456
AZU,1,MG,SUDESTE,362
